productId,title,description,category,modifiers,keywords,releaseDate
"P4213","Men High-waisted Parka","Tailored with parka combining men influence and high-waisted. Perfect for timeless trends.","parka","men, high-waisted","high-waisted, petite, parka","2025-01-24"
"P4214","Beige Fall Sneakers","Evolving from sneakers combining beige texture and fall. Perfect for cool sophistication.","sneakers","beige, fall","oversized, plus size, sneakers","2022-09-19"
"P4215","Unisex Vintage Jumpsuit","Shaped by jumpsuit combining unisex versatility and vintage. Perfect for comfort-first fashion.","jumpsuit","unisex, vintage","linen, spring, jumpsuit","2023-10-29"
"P4216","Unisex Men Shorts","A reinvented shorts combining unisex refinement and men. Perfect for seasonal comfort.","shorts","unisex, men","longline, olive, shorts","2023-06-15"
"P4217","Oversized Unisex Sweater","Evolving from sweater combining oversized warmth and unisex. Perfect for comfort-first fashion.","sweater","oversized, unisex","sweater, wool, sweater","2022-12-05"
"P4218","Wool Fitted Jumpsuit","Meticulously crafted jumpsuit combining wool texture and fitted. Perfect for seasonal comfort.","jumpsuit","wool, fitted","loose, plus size, jumpsuit","2025-03-25"
"P4219","Slim Fit Oversized Skirt","For fans of skirt combining slim fit motion and oversized. Perfect for long-lasting elegance.","skirt","slim fit, oversized","striped, sleeveless, skirt","2023-08-16"
"P4220","Printed Black Parka","With influences of parka combining printed elegance and black. Perfect for seasonal comfort.","parka","printed, black","winter, men, parka","2023-01-03"
"P4221","Summer Vintage Loafer","Channeling loafer combining summer style and vintage. Perfect for daily wear.","loafer","summer, vintage","deep red, petite, loafer","2025-01-18"
"P4222","Trendy Sleeveless T-shirt","Designed around t-shirt combining trendy warmth and sleeveless. Perfect for a bold statement.","t-shirt","trendy, sleeveless","floral, summer, t-shirt","2023-04-03"
"P4223","Black Longline Sandals","Created to enhance sandals combining black mobility and longline. Perfect for modern flair.","sandals","black, longline","plaid, longline, sandals","2024-08-23"
"P4224","Mid-rise Men Pullover","Shaped by pullover combining mid-rise form and men. Perfect for weekend escapes.","pullover","mid-rise, men","denim, minimalist, pullover","2025-01-03"
"P4225","Wool Olive Slides","Crafted around slides combining wool flair and olive. Perfect for seasonal comfort.","slides","wool, olive","cotton, mid-rise, slides","2022-09-22"
"P4226","Mid-rise Mid-rise Slides","Crafted around slides combining mid-rise texture and mid-rise. Perfect for timeless trends.","slides","mid-rise, mid-rise","floral, new, slides","2023-03-08"
"P4227","Loose Petite Sneakers","Embracing sneakers combining loose personality and petite. Perfect for timeless appeal.","sneakers","loose, petite","black, summer, sneakers","2022-08-12"
"P4228","Minimalist Organic Pullover","An essential pullover combining minimalist versatility and organic. Perfect for comfort-first fashion.","pullover","minimalist, organic","sleeveless, men, pullover","2022-11-25"
"P4229","Winter Cropped Leggings","Evolving from leggings combining winter influence and cropped. Perfect for cool sophistication. Discover the glossy new Table with an exciting mix of Silk ingredients","leggings","winter, cropped","striped, fall, leggings","2023-11-07"
"P4230","Loose Cotton Romper","Created to enhance romper combining loose structure and cotton. Perfect for classic vibes.","romper","loose, cotton","summer, spring, romper","2025-03-05"
"P4231","Cotton Navy Blouse","Shaped by blouse combining cotton elegance and navy. Perfect for cool sophistication.","blouse","cotton, navy","plus size, white, blouse","2023-10-05"
"P4232","Low-rise Fitted Cardigan","Crafted for cardigan combining low-rise refinement and fitted. Perfect for effortless cool.","cardigan","low-rise, fitted","loose, olive, cardigan","2023-03-11"
"P4233","Mid-rise Petite Coat","Channeling coat combining mid-rise versatility and petite. Perfect for life on the move.","coat","mid-rise, petite","wool, navy, coat","2022-09-17"
"P4234","Tall Women Coat","Curated to match coat combining tall edge and women. Perfect for timeless trends.","coat","tall, women","organic, petite, coat","2023-04-15"
"P4235","White Petite Sneakers","For fans of sneakers combining white influence and petite. Perfect for timeless appeal.","sneakers","white, petite","plaid, petite, sneakers","2022-08-21"
"P4236","Fitted Trendy T-shirt","Rooted in t-shirt combining fitted mobility and trendy. Perfect for weekend escapes.","t-shirt","fitted, trendy","floral, breathable, t-shirt","2024-07-04"
"P4237","Solid Oversized Shorts","A comfortable shorts combining solid versatility and oversized. Perfect for a bold statement.","shorts","solid, oversized","striped, fall, shorts","2024-03-01"
"P4238","Women Fitted Parka","Inspired by parka combining women motion and fitted. Perfect for comfort-first fashion.","parka","women, fitted","trench coat, loose, parka","2022-11-02"
"P4239","Solid Low-rise Blouse","Experience unmatched blouse combining solid adaptability and low-rise. Perfect for a bold statement.","blouse","solid, low-rise","leather, striped, blouse","2024-07-22"
"P4240","High-waisted Plaid Blouse","Defined by blouse combining high-waisted texture and plaid. Perfect for comfort-first fashion.","blouse","high-waisted, plaid","loose, shorts, blouse","2022-07-07"
"P4241","Tall Striped Slides","Defined by slides combining tall mobility and striped. Perfect for life on the move.","slides","tall, striped","longline, minimalist, slides","2024-01-31"
"P4242","Winter Organic Trench Coat","For fans of trench coat combining winter influence and organic. Perfect for urban living.","trench coat","winter, organic","spring, slides, trench coat","2024-06-23"
"P4243","Longline Cotton Shirt","Defined by shirt combining longline form and cotton. Perfect for effortless cool.","shirt","longline, cotton","wool, winter, shirt","2025-04-25"
"P4244","Linen Wool Shorts","Intended for shorts combining linen warmth and wool. Perfect for effortless cool.","shorts","linen, wool","trainers, denim jacket, shorts","2024-10-21"
"P4245","Wool Beige Leggings","Designed around leggings combining wool comfort and beige. Perfect for functional design.","leggings","wool, beige","solid, striped, leggings","2024-08-20"
"P4246","Men Olive Coat","Shaped by coat combining men versatility and olive. Perfect for effortless cool.","coat","men, olive","corset, floral, coat","2024-09-01"
"P4247","Winter Olive Coat","For fans of coat combining winter softness and olive. Perfect for urban living.","coat","winter, olive","layered, organic, coat","2022-09-20"
"P4248","Mid-rise Loose Romper","Experience unmatched romper combining mid-rise structure and loose. Perfect for timeless appeal.","romper","mid-rise, loose","women, slim fit, romper","2024-09-06"
"P4249","Loose Striped Sweater","Engineered for sweater combining loose quality and striped. Perfect for classic vibes.","sweater","loose, striped","olive, sleeveless, sweater","2023-01-01"
"P4250","Navy Loose Windbreaker","Boldly combining windbreaker combining navy quality and loose. Perfect for a bold statement.","windbreaker","navy, loose","striped, fall, windbreaker","2022-06-24"
"P4251","Minimalist Trendy Coat","With influences of coat combining minimalist mobility and trendy. Perfect for all-day wear.","coat","minimalist, trendy","winter, spring, coat","2025-04-09"
"P4252","Unisex Denim Trench Coat","Rooted in trench coat combining unisex influence and denim. Perfect for daily wear.","trench coat","unisex, denim","solid, women, trench coat","2024-08-18"
"P4253","Tall Striped Cardigan","Evolving from cardigan combining tall durability and striped. Perfect for refined taste.","cardigan","tall, striped","olive, winter, cardigan","2025-04-18"
"P4254","Linen Low-rise Jeans","Designed around jeans combining linen quality and low-rise. Perfect for weekend escapes.","jeans","linen, low-rise","utility harness, distressed layer, jeans","2025-02-07"
"P4255","Fitted White Dress","Designed for dress combining fitted durability and white. Perfect for a bold statement.","dress","fitted, white","mid-rise, winter, dress","2023-01-01"
"P4256","Cropped Cropped Parka","Built with parka combining cropped warmth and cropped. Perfect for urban living.","parka","cropped, cropped","summer, wool, parka","2023-03-19"
"P4257","Organic Longline Jacket","Shaped by jacket combining organic durability and longline. Perfect for city exploration.","jacket","organic, longline","leather, longline, jacket","2023-02-16"
"P4258","Tall Tall Flats","For fans of flats combining tall quality and tall. Perfect for seasonal comfort.","flats","tall, tall","summer, olive, flats","2025-04-04"
"P4259","Unisex Navy Windbreaker","Inspired by windbreaker combining unisex texture and navy. Perfect for effortless cool.","windbreaker","unisex, navy","trendy, plaid, windbreaker","2024-03-18"
"P4260","Longline Longline Loafer","Channeling loafer combining longline refinement and longline. Perfect for urban living.","loafer","longline, longline","fitted, navy, loafer","2023-12-31"
"P4261","Winter Tall Flats","Designed around flats combining winter mobility and tall. Perfect for seasonal comfort. Ergonomic Bike made with Marble for all-day pricey support","flats","winter, tall","winter, linen, flats","2024-03-23"
"P4262","High-waisted Trendy Jacket","An essential jacket combining high-waisted adaptability and trendy. Perfect for cool sophistication.","jacket","high-waisted, trendy","summer, breathable, jacket","2024-08-13"
"P4263","Women Slim Fit Windbreaker","Intended for windbreaker combining women motion and slim fit. Perfect for long-lasting elegance.","windbreaker","women, slim fit","summer, solid, windbreaker","2024-06-24"
"P4264","Minimalist Unisex Bomber Jacket","Intended for bomber jacket combining minimalist refinement and unisex. Perfect for seasonal comfort.","bomber jacket","minimalist, unisex","denim jacket, cropped, bomber jacket","2023-11-04"
"P4265","Cropped Floral Windbreaker","With influences of windbreaker combining cropped form and floral. Perfect for a bold statement.","windbreaker","cropped, floral","cropped, loose, windbreaker","2023-05-13"
"P4266","Striped Black Bomber Jacket","Designed for bomber jacket combining striped style and black. Perfect for classic vibes.","bomber jacket","striped, black","summer, linen, bomber jacket","2023-08-19"
"P4267","Men Longline Tank Top","Designed for tank top combining men elegance and longline. Perfect for urban living.","tank top","men, longline","parka, fleece, tank top","2025-02-07"
"P4268","High-waisted Solid T-shirt","Made to celebrate t-shirt combining high-waisted durability and solid. Perfect for urban living.","t-shirt","high-waisted, solid","black, oversized, t-shirt","2023-01-21"
"P4269","High-waisted Floral Jeans","Crafted for jeans combining high-waisted comfort and floral. Perfect for daily wear.","jeans","high-waisted, floral","striped, unisex, jeans","2022-09-26"
"P4270","Longline Men Blouse","Engineered for blouse combining longline style and men. Perfect for modern flair.","blouse","longline, men","oversized, trendy, blouse","2024-01-05"
"P4271","White Linen Skirt","Designed around skirt combining white motion and linen. Perfect for a bold statement.","skirt","white, linen","trendy, floral, skirt","2024-03-12"
